fecha,texto,emocion
2021-09-09,Un dolor sordo en el pecho cuando escucho esa canción.,tristeza
2020-02-15,Hoy disfruté una caminata al aire libre y me siento agradecido...,felicidad
2021-08-08,Estoy frustrado porque no cumplieron su promesa.,enojo
2023-06-23,Mi mente no deja de pensar en la situación económica.,ansiedad
2024-08-20,Una opresión en el pecho cuando escucho esa canción.,tristeza
2022-08-23,Mi mente no deja de pensar en la situación económica.,ansiedad
2022-06-11,El tráfico me tiene al límite.,estrés
2020-04-09,El tráfico me tiene al límite...,estrés
2023-01-04,Estoy exasperado porque me ignoraron en la reunión.,enojo
2021-07-18,Me siento nostálgico desde que terminó nuestra relación.,tristeza
2022-11-10,Tengo miedo de que me juzguen.,ansiedad
2022-04-26,Necesito un descanso pero no tengo tiempo.,estrés
2020-01-11,Qué pleno día para un tiempo con mi familia.,felicidad
2021-05-31,Hoy descubrí un tiempo con mi familia y me siento eufórico.,felicidad
2024-08-05,Descubrí un tiempo con mi familia siempre me motiva.,felicidad
2021-05-03,Entre el cuidado de los niños y el proyecto final no puedo relajarme.,estrés
2020-08-26,Entre los estudios y el proyecto final no puedo priorizar!,estrés
2020-10-11,Mi jefe me hizo sentir indignado al tomar decisiones.,enojo
2024-12-19,No soporto cuando me criticaron sin razón.,enojo
2023-09-09,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2020-12-15,Descubrí un momento de paz siempre me da paz.,felicidad
2021-10-28,Hoy descubrí un tiempo con mi familia y me siento agradecido.,felicidad
2024-01-06,Mi mente no deja de pensar en el próximo examen.,ansiedad
2023-03-28,Un dolor sordo en el pecho cuando pienso en el futuro.,tristeza
2023-12-07,Qué agradecido día para un tiempo con mi familia.,felicidad
2024-10-25,Tengo miedo de que todo salga mal.,ansiedad
2023-11-15,Un desconocido me hizo sentir indignado al tomar decisiones.,enojo
2023-06-01,Entre el cuidado de los niños y el proyecto final no puedo relajarme.,estrés
2020-06-23,No puedo confrontar a alguien sin sentir temblores.,ansiedad
2022-06-23,Tengo miedo de que todo salga mal.,ansiedad
2022-03-21,Experimenté una caminata al aire libre siempre me inspira.,felicidad
2020-06-02,Necesito delegar tareas pero no me escuchan.,estrés
2023-01-23,Me siento abatido desde que terminó nuestra relación.,tristeza
2023-12-14,Hoy descubrí un momento de paz y me siento entusiasmado.,felicidad
2021-01-01,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2022-04-22,No puedo tomar decisiones sin sentir palpitaciones.,ansiedad
2024-07-02,Tengo miedo de que me juzguen.,ansiedad
2022-08-17,Necesito pedir ayuda pero no me escuchan.,estrés
2023-05-26,El plazos ajustados me tiene al límite.,estrés
2020-12-28,Experimenté un logro personal siempre me motiva.,felicidad
2020-01-30,No puedo hablar en público sin sentir palpitaciones.,ansiedad
2023-05-13,No puedo confrontar a alguien sin sentir mareos.,ansiedad
2022-06-16,Mi vecino me hizo sentir indignado al tomar decisiones.,enojo
2021-04-08,El jefe exigente me tiene al límite.,estrés
2024-12-08,Qué entusiasmado día para un momento de paz.,felicidad
2021-08-12,Estoy resentido porque rompieron mis pertenencias.,enojo
2023-07-31,No puedo tomar decisiones sin sentir palpitaciones.,ansiedad
2020-09-19,Qué agradecido día para una conversación significativa.,felicidad
2022-09-13,Experimenté un tiempo con mi familia siempre me alegra.,felicidad
2021-10-31,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2023-06-09,Mi familiar me hizo sentir resentido al tomar decisiones.,enojo
2023-01-11,Tengo miedo de que pierda el control.,ansiedad
2023-04-16,Necesito un descanso pero me falta energía.,estrés
2023-10-27,Entre el cuidado de los niños y el proyecto final no puedo dormir bien.,estrés
2020-05-02,Tengo miedo de que todo salga mal.,ansiedad
2024-05-06,Me siento nostálgico desde que perdí mi trabajo.,tristeza
2023-11-26,No puedo hablar en público sin sentir temblores.,ansiedad
2020-01-10,Mi familiar me hizo sentir exasperado al tomar decisiones.,enojo
2023-01-06,Un dolor sordo en el pecho cuando pienso en el futuro...,tristeza
2022-11-24,Un desconocido me hizo sentir exasperado al tomar decisiones.,enojo
2021-01-27,Me siento vacío desde que mudaron lejos.,tristeza
2024-06-09,Hoy logré un tiempo con mi familia y me siento optimista.,felicidad
2022-01-19,Mi mente no deja de pensar en el próximo examen.,ansiedad
2022-08-09,El jefe exigente me tiene al límite.,estrés
2022-07-13,No soporto cuando me criticaron sin razón.,enojo
2022-12-24,No soporto cuando me criticaron sin razón.,enojo
2020-09-19,El jefe exigente me tiene al límite.,estrés
2020-12-11,El tráfico me tiene al límite.,estrés
2022-01-18,Un peso en el pecho cuando escucho esa canción.,tristeza
2021-07-07,Tengo miedo de que me juzguen.,ansiedad
2020-04-13,Qué pleno día para un tiempo con mi familia.,felicidad
2024-03-04,Un vacío en el pecho cuando pienso en el futuro.,tristeza
2021-06-26,Mi familiar me hizo sentir irritado al tomar decisiones.,enojo
2024-05-01,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2024-10-20,Necesito un descanso pero no me escuchan.,estrés
2023-11-05,Entre el trabajo y el proyecto final no puedo concentrarme.,estrés
2022-09-18,Qué pleno día para un tiempo con mi familia.,felicidad
2024-07-16,Me siento nostálgico desde que perdí mi trabajo.,tristeza
2022-11-25,No soporto cuando rompieron mis pertenencias.,enojo
2022-04-15,No soporto cuando me criticaron sin razón.,enojo
2020-10-30,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2022-03-23,Experimenté una conversación significativa siempre me motiva.,felicidad
2022-06-08,Entre el trabajo y las deudas no puedo concentrarme...,estrés
2024-09-12,Me siento nostálgico desde que perdí mi trabajo.,tristeza
2022-04-28,Mi mente no deja de pensar en la situación económica.,ansiedad
2023-07-03,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2020-06-01,Tengo miedo de que me juzguen.,ansiedad
2022-10-29,No puedo confrontar a alguien sin sentir sudores fríos.,ansiedad
2020-10-31,Tengo miedo de que fracase.,ansiedad
2023-08-14,Mi pareja me hizo sentir exasperado al hablar en público.,enojo
2023-10-15,Mi jefe me hizo sentir irritado al hablar en público!,enojo
2022-04-18,No soporto cuando rompieron mis pertenencias.,enojo
2024-03-03,Necesito delegar tareas pero no tengo tiempo.,estrés
2022-02-22,Qué eufórico día para un tiempo con mi familia.,felicidad
2023-05-26,Qué agradecido día para un tiempo con mi familia.,felicidad
2022-09-19,No soporto cuando no cumplieron su promesa.,enojo
2023-03-24,El ruido constante me tiene al límite.,estrés
2021-10-15,Estoy indignado porque rompieron mis pertenencias.,enojo
2021-05-04,Necesito organizarme mejor pero no me escuchan...,estrés
2024-02-10,Tengo miedo de que me juzguen.,ansiedad
2024-11-06,El tráfico me tiene al límite.,estrés
2024-06-08,Entre el cuidado de los niños y las deudas no puedo priorizar.,estrés
2024-01-26,Un vacío en el pecho cuando escucho esa canción.,tristeza
2024-04-05,No puedo hablar en público sin sentir palpitaciones.,ansiedad
2024-01-13,Un vacío en el pecho cuando escucho esa canción.,tristeza
2022-01-15,Estoy irritado porque rompieron mis pertenencias.,enojo
2020-05-06,El tráfico me tiene al límite.,estrés
2023-05-08,Tengo miedo de que fracase.,ansiedad
2022-06-27,Qué eufórico día para un tiempo con mi familia.,felicidad
2021-10-18,Compartí un tiempo con mi familia siempre me da paz.,felicidad
2024-08-28,No soporto cuando me criticaron sin razón.,enojo
2023-06-30,No soporto cuando me ignoraron en la reunión.,enojo
2022-10-12,Hoy descubrí una conversación significativa y me siento pleno.,felicidad
2023-11-17,Qué agradecido día para una conversación significativa.,felicidad
2023-11-11,Me siento desanimado desde que perdí mi trabajo.,tristeza
2021-04-05,Me siento desolado desde que mudaron lejos.,tristeza
2023-05-17,Un desconocido me hizo sentir exasperado al hablar en público.,enojo
2021-03-18,Qué eufórico día para un logro personal.,felicidad
2024-10-08,No puedo tomar decisiones sin sentir palpitaciones.,ansiedad
2021-07-13,No soporto cuando me criticaron sin razón.,enojo
2022-08-28,Me siento desolado desde que terminó nuestra relación.,tristeza
2021-12-24,Necesito organizarme mejor pero no me escuchan.,estrés
2021-05-23,Hoy logré una conversación significativa y me siento pleno.,felicidad
2022-06-13,Hoy descubrí un momento de paz y me siento optimista...,felicidad
2020-01-08,Estoy resentido porque me ignoraron en la reunión.,enojo
2021-12-26,Me siento vacío desde que perdí mi trabajo.,tristeza
2022-09-21,El jefe exigente me tiene al límite.,estrés
2022-08-14,Qué agradecido día para un tiempo con mi familia.,felicidad
2021-12-05,Hoy compartí una conversación significativa y me siento pleno.,felicidad
2022-11-15,No puedo tomar decisiones sin sentir temblores.,ansiedad
2023-02-17,Mi pareja me hizo sentir indignado al tomar decisiones.,enojo
2024-11-26,Hoy logré un logro personal y me siento pleno.,felicidad
2024-07-12,Un vacío en el pecho cuando escucho esa canción.,tristeza
2020-09-25,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2023-10-08,Me siento vacío desde que perdí mi trabajo.,tristeza
2022-12-20,Mi vecino me hizo sentir irritado al hablar en público.,enojo
2023-09-18,No soporto cuando rompieron mis pertenencias.,enojo
2022-07-28,El ruido constante me tiene al límite.,estrés
2021-04-23,No puedo tomar decisiones sin sentir sudores fríos.,ansiedad
2024-09-24,Me siento desolado desde que mudaron lejos.,tristeza
2022-02-02,Hoy descubrí un logro personal y me siento agradecido.,felicidad
2023-10-23,Necesito delegar tareas pero me falta energía.,estrés
2022-03-16,Mi jefe me hizo sentir irritado al tomar decisiones.,enojo
2023-01-08,Mi vecino me hizo sentir indignado al tomar decisiones.,enojo
2020-09-29,No soporto cuando rompieron mis pertenencias.,enojo
2024-10-02,Entre los estudios y los quehaceres domésticos no puedo priorizar.,estrés
2022-04-06,Mi mente no deja de pensar en la situación económica.,ansiedad
2020-01-02,Una opresión en el pecho cuando pienso en el futuro.,tristeza
2022-10-02,Hoy compartí una caminata al aire libre y me siento agradecido.,felicidad
2024-02-04,Necesito delegar tareas pero me falta energía.,estrés
2024-05-03,Qué eufórico día para una caminata al aire libre.,felicidad
2022-10-13,No soporto cuando me ignoraron en la reunión.,enojo
2021-11-05,Logré un logro personal siempre me inspira.,felicidad
2021-10-09,Logré un momento de paz siempre me da paz.,felicidad
2024-02-18,Mi pareja me hizo sentir irritado al hablar en público.,enojo
2021-08-07,Un dolor sordo en el pecho cuando escucho esa canción.,tristeza
2021-01-12,No soporto cuando no cumplieron su promesa.,enojo
2023-09-07,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2020-09-18,No soporto cuando rompieron mis pertenencias.,enojo
2024-11-11,Qué eufórico día para una caminata al aire libre.,felicidad
2021-12-30,Experimenté un logro personal siempre me motiva.,felicidad
2022-09-30,Logré un momento de paz siempre me inspira.,felicidad
2023-04-28,Entre el trabajo y el proyecto final no puedo priorizar.,estrés
2024-01-13,Entre el cuidado de los niños y el proyecto final no puedo relajarme.,estrés
2020-01-18,Entre el trabajo y el proyecto final no puedo concentrarme.,estrés
2022-12-31,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2020-09-29,Hoy logré un tiempo con mi familia y me siento pleno.,felicidad
2024-07-25,Tengo miedo de que me juzguen.,ansiedad
2023-06-15,Me siento desolado desde que terminó nuestra relación.,tristeza
2023-03-12,Mi pareja me hizo sentir irritado al hablar en público.,enojo
2023-01-23,Necesito pedir ayuda pero no tengo tiempo.,estrés
2021-07-30,Tengo miedo de que pierda el control...,ansiedad
2024-11-06,Compartí una conversación significativa siempre me motiva.,felicidad
2024-05-04,Necesito un descanso pero no me escuchan.,estrés
2021-08-08,Tengo miedo de que fracase.,ansiedad
2024-03-21,No puedo hablar en público sin sentir mareos.,ansiedad
2021-03-21,Hoy logré un momento de paz y me siento agradecido.,felicidad
2022-08-09,Mi mente no deja de pensar en el próximo examen...,ansiedad
2024-03-22,No puedo confrontar a alguien sin sentir temblores.,ansiedad
2024-06-29,Me siento nostálgico desde que perdí mi trabajo.,tristeza
2024-01-05,No soporto cuando me ignoraron en la reunión.,enojo
2020-09-04,Un desconocido me hizo sentir exasperado al tomar decisiones.,enojo
2021-02-01,Entre los estudios y las deudas no puedo dormir bien.,estrés
2020-10-22,Qué eufórico día para una caminata al aire libre.,felicidad
2022-12-08,Un peso en el pecho cuando escucho esa canción.,tristeza
2022-04-20,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2023-09-04,Hoy logré un logro personal y me siento optimista!,felicidad
2021-02-05,Descubrí un momento de paz siempre me motiva.,felicidad
2024-05-24,Una opresión en el pecho cuando recuerdo lo sucedido.,tristeza
2023-01-25,Me siento vacío desde que mudaron lejos.,tristeza
2021-03-23,Me siento desanimado desde que terminó nuestra relación.,tristeza
2020-02-05,Mi pareja me hizo sentir frustrado al tomar decisiones.,enojo
2021-09-06,Descubrí una caminata al aire libre siempre me inspira.,felicidad
2023-01-19,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2023-01-27,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2021-01-19,Un dolor sordo en el pecho cuando pienso en el futuro!,tristeza
2024-06-30,Qué eufórico día para una conversación significativa.,felicidad
2021-03-07,Descubrí una caminata al aire libre siempre me da paz.,felicidad
2020-10-14,No puedo tomar decisiones sin sentir sudores fríos.,ansiedad
2022-05-02,Estoy irritado porque me criticaron sin razón.,enojo
2020-07-04,El ruido constante me tiene al límite.,estrés
2020-06-16,Tengo miedo de que todo salga mal.,ansiedad
2020-11-02,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2020-02-20,Entre el cuidado de los niños y los quehaceres domésticos no puedo concentrarme.,estrés
2020-09-17,Logré un logro personal siempre me llena de energía.,felicidad
2023-08-25,Un desconocido me hizo sentir frustrado al confrontar a alguien.,enojo
2021-08-07,Mi mente no deja de pensar en el próximo examen.,ansiedad
2024-04-09,Estoy frustrado porque me criticaron sin razón...,enojo
2020-09-15,Logré una conversación significativa siempre me alegra.,felicidad
2022-11-02,No soporto cuando no cumplieron su promesa.,enojo
2021-05-02,Estoy exasperado porque rompieron mis pertenencias.,enojo
2024-07-27,Un peso en el pecho cuando recuerdo lo sucedido.,tristeza
2022-01-30,Mi mente no deja de pensar en el próximo examen.,ansiedad
2021-03-27,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2023-03-28,Entre el cuidado de los niños y las deudas no puedo relajarme.,estrés
2020-10-05,Mi mente no deja de pensar en el próximo examen.,ansiedad
2021-07-18,Experimenté un logro personal siempre me motiva.,felicidad
2023-04-10,Me siento abatido desde que mudaron lejos.,tristeza
2022-07-14,Me siento abatido desde que perdí mi trabajo.,tristeza
