fecha,texto,emocion
2022-07-02,Preocupación preocupación incertidumbre presión preocupación incertidumbre miedo presión miedo nervios miedo.,ansiedad
2025-01-27,Risas risas risas éxito familia logro.,felicidad
2025-02-24,Preocupación nervios presión miedo miedo incertidumbre incertidumbre preocupación presión miedo.,ansiedad
2023-03-03,Miedo nervios nervios incertidumbre preocupación miedo nervios.,ansiedad
2023-09-14,Solitario solitario vacío pérdida pérdida nostalgia nostalgia nostalgia llorar pérdida vacío nostalgia.,tristeza
2023-05-27,Mentira mentira ira traición ira injusticia mentira traición mentira conflicto ira traición.,enojo
2023-07-14,Solitario solitario solitario llorar llorar vacío.,tristeza
2024-10-24,Nervios incertidumbre preocupación nervios preocupación miedo incertidumbre presión incertidumbre incertidumbre.,ansiedad
2024-05-01,Nervios preocupación incertidumbre preocupación preocupación miedo presión miedo presión preocupación nervios nervios.,ansiedad
2023-09-22,Solitario pérdida pérdida pérdida llorar solitario vacío llorar solitario llorar llorar solitario.,tristeza
2024-09-01,Sobrecarga agobio sobrecarga agobio sobrecarga agobio sobrecarga.,estrés
2022-03-28,Presión presión incertidumbre preocupación nervios preocupación miedo preocupación nervios presión.,ansiedad
2023-07-09,Sobrecarga fatiga caos presión agobio sobrecarga sobrecarga.,estrés
2022-09-15,Nostalgia nostalgia llorar nostalgia solitario pérdida pérdida vacío solitario pérdida pérdida llorar nostalgia.,tristeza
2024-05-15,Preocupación miedo miedo presión preocupación nervios presión.,ansiedad
2024-01-19,Fatiga fatiga sobrecarga sobrecarga fatiga presión.,estrés
2025-02-03,Preocupación presión nervios nervios nervios presión miedo miedo miedo miedo incertidumbre nervios.,ansiedad
2023-11-28,Presión presión presión agobio fatiga sobrecarga sobrecarga.,estrés
2024-12-02,Mentira injusticia conflicto injusticia mentira traición.,enojo
2022-07-06,Fatiga presión presión agobio caos sobrecarga presión.,estrés
2022-11-24,Nervios nervios presión presión nervios nervios preocupación presión nervios incertidumbre miedo miedo nervios.,ansiedad
2022-09-25,Injusticia ira injusticia injusticia conflicto mentira mentira conflicto.,enojo
2024-09-26,Sobrecarga presión fatiga fatiga agobio caos sobrecarga sobrecarga presión agobio agobio.,estrés
2024-10-02,Ira injusticia traición injusticia ira injusticia injusticia injusticia conflicto conflicto conflicto.,enojo
2024-09-12,Agobio agobio fatiga sobrecarga fatiga caos.,estrés
2024-10-12,Caos presión sobrecarga sobrecarga agobio caos agobio.,estrés
2022-06-08,Celebración éxito logro logro risas celebración familia logro risas éxito.,felicidad
2023-02-27,Injusticia conflicto mentira mentira mentira ira ira injusticia injusticia.,enojo
2022-07-22,Sobrecarga agobio fatiga presión agobio fatiga sobrecarga caos fatiga fatiga sobrecarga fatiga presión.,estrés
2023-05-20,Familia éxito risas éxito celebración familia celebración logro.,felicidad
2023-06-20,Caos caos agobio presión agobio sobrecarga.,estrés
2023-03-10,Solitario pérdida nostalgia vacío vacío solitario llorar nostalgia pérdida nostalgia nostalgia solitario.,tristeza
2025-01-06,Agobio fatiga agobio caos presión presión presión.,estrés
2022-07-12,Preocupación nervios nervios presión preocupación preocupación nervios incertidumbre incertidumbre nervios miedo nervios.,ansiedad
2025-01-06,Injusticia ira injusticia traición conflicto mentira ira.,enojo
2024-05-06,Logro logro celebración logro éxito familia risas risas celebración risas celebración familia éxito éxito.,felicidad
2022-05-02,Traición mentira injusticia ira traición mentira.,enojo
2022-06-21,Preocupación preocupación incertidumbre miedo presión presión miedo presión preocupación.,ansiedad
2022-06-24,Presión sobrecarga fatiga agobio agobio sobrecarga caos fatiga sobrecarga fatiga presión presión.,estrés
2024-11-19,Ira conflicto mentira conflicto traición injusticia conflicto conflicto conflicto.,enojo
2023-11-22,Mentira injusticia conflicto ira mentira injusticia ira injusticia conflicto.,enojo
2022-08-20,Nervios incertidumbre nervios preocupación preocupación nervios presión miedo incertidumbre nervios miedo preocupación.,ansiedad
2023-09-18,Éxito familia éxito éxito familia risas éxito risas celebración celebración logro éxito.,felicidad
2022-06-08,Llorar llorar solitario pérdida solitario pérdida nostalgia solitario solitario llorar llorar pérdida vacío.,tristeza
2023-10-07,Éxito celebración logro risas éxito risas éxito éxito logro risas.,felicidad
2024-08-24,Caos agobio presión presión agobio sobrecarga caos caos.,estrés
2024-03-08,Presión incertidumbre presión presión preocupación incertidumbre presión miedo presión incertidumbre presión miedo incertidumbre.,ansiedad
2024-02-11,Incertidumbre preocupación presión nervios miedo preocupación miedo preocupación.,ansiedad
2024-06-04,Preocupación incertidumbre presión preocupación nervios miedo presión presión incertidumbre.,ansiedad
2024-10-27,Nostalgia llorar nostalgia solitario llorar pérdida pérdida pérdida llorar nostalgia pérdida.,tristeza
2023-02-06,Nostalgia nostalgia pérdida vacío vacío solitario llorar pérdida vacío llorar pérdida nostalgia.,tristeza
2024-06-01,Traición mentira ira conflicto traición injusticia injusticia mentira traición.,enojo
2022-06-15,Logro logro familia familia familia familia risas celebración celebración.,felicidad
2022-10-30,Llorar vacío vacío llorar nostalgia vacío vacío llorar solitario pérdida pérdida llorar solitario.,tristeza
2024-12-07,Incertidumbre incertidumbre miedo presión incertidumbre incertidumbre preocupación preocupación.,ansiedad
2023-08-28,Presión incertidumbre preocupación incertidumbre preocupación miedo presión nervios miedo miedo nervios.,ansiedad
2023-01-08,Éxito logro celebración risas familia éxito logro familia familia.,felicidad
2024-03-04,Mentira conflicto conflicto injusticia injusticia ira injusticia injusticia ira mentira.,enojo
2023-09-01,Éxito celebración risas éxito logro éxito logro.,felicidad
2022-11-05,Nervios miedo incertidumbre incertidumbre nervios incertidumbre preocupación incertidumbre preocupación miedo presión miedo preocupación.,ansiedad
2024-10-22,Injusticia traición injusticia mentira mentira ira conflicto mentira.,enojo
2022-03-11,Fatiga sobrecarga sobrecarga agobio fatiga presión sobrecarga fatiga fatiga caos.,estrés
2024-07-09,Solitario solitario llorar vacío solitario llorar pérdida.,tristeza
2022-08-21,Presión miedo presión incertidumbre nervios miedo miedo miedo.,ansiedad
2024-03-17,Fatiga presión caos sobrecarga caos sobrecarga sobrecarga sobrecarga sobrecarga agobio.,estrés
2023-03-18,Injusticia conflicto mentira conflicto conflicto injusticia injusticia traición.,enojo
2022-08-29,Familia celebración celebración logro familia logro logro celebración.,felicidad
2023-08-27,Llorar nostalgia pérdida nostalgia nostalgia pérdida vacío vacío.,tristeza
2022-04-22,Logro éxito risas celebración celebración risas risas familia éxito risas familia logro.,felicidad
2023-11-19,Nervios incertidumbre incertidumbre incertidumbre miedo preocupación miedo miedo nervios presión miedo.,ansiedad
2022-11-13,Pérdida nostalgia solitario pérdida pérdida pérdida llorar nostalgia llorar pérdida solitario pérdida llorar.,tristeza
2022-06-01,Logro risas familia logro familia celebración.,felicidad
2023-03-05,Conflicto injusticia ira conflicto conflicto ira injusticia mentira traición.,enojo
2023-05-17,Éxito éxito celebración logro éxito celebración familia celebración familia celebración risas éxito.,felicidad
2023-08-31,Injusticia conflicto ira ira mentira ira injusticia mentira mentira ira conflicto conflicto.,enojo
2023-04-13,Incertidumbre incertidumbre nervios miedo miedo incertidumbre preocupación incertidumbre nervios presión preocupación.,ansiedad
2022-07-08,Agobio sobrecarga agobio caos caos fatiga presión sobrecarga.,estrés
2022-06-25,Miedo nervios preocupación nervios preocupación incertidumbre incertidumbre.,ansiedad
2024-01-04,Nervios incertidumbre incertidumbre miedo preocupación miedo preocupación.,ansiedad
2024-04-05,Agobio presión agobio agobio agobio caos sobrecarga.,estrés
2024-09-01,Ira conflicto ira injusticia traición injusticia mentira ira ira ira traición traición ira.,enojo
2023-03-26,Solitario solitario solitario solitario vacío pérdida llorar.,tristeza
2023-09-18,Risas celebración celebración logro celebración éxito logro familia éxito familia éxito celebración celebración.,felicidad
2024-01-17,Éxito logro éxito celebración éxito risas familia éxito risas celebración risas logro.,felicidad
2024-03-06,Miedo incertidumbre incertidumbre presión incertidumbre presión miedo.,ansiedad
2024-07-17,Fatiga caos caos fatiga sobrecarga caos caos.,estrés
2024-12-28,Logro éxito celebración familia familia risas logro éxito logro.,felicidad
2024-10-25,Miedo miedo preocupación presión miedo nervios preocupación miedo preocupación incertidumbre.,ansiedad
2024-04-07,Familia familia éxito logro celebración celebración logro familia risas risas risas risas risas.,felicidad
2023-01-28,Fatiga presión presión presión presión caos fatiga presión caos presión agobio.,estrés
2025-02-07,Risas risas logro familia logro risas logro logro risas éxito familia.,felicidad
2022-09-02,Miedo nervios nervios presión preocupación nervios preocupación.,ansiedad
2022-04-07,Agobio presión sobrecarga presión presión fatiga caos agobio fatiga sobrecarga sobrecarga presión presión.,estrés
2023-12-15,Celebración risas éxito éxito éxito éxito logro celebración celebración risas celebración éxito familia.,felicidad
2022-11-03,Sobrecarga fatiga sobrecarga presión agobio presión sobrecarga.,estrés
2024-08-10,Presión preocupación presión incertidumbre presión incertidumbre nervios miedo miedo nervios.,ansiedad
2025-02-08,Celebración celebración éxito éxito celebración risas familia.,felicidad
2022-11-24,Risas logro éxito celebración logro éxito éxito.,felicidad
2024-01-18,Risas éxito logro familia celebración familia familia celebración risas risas.,felicidad
2023-12-21,Pérdida nostalgia nostalgia nostalgia vacío solitario nostalgia vacío pérdida llorar pérdida vacío.,tristeza
2024-06-24,Pérdida vacío pérdida nostalgia solitario solitario.,tristeza
2024-06-07,Caos presión presión sobrecarga presión presión caos caos.,estrés
2022-04-25,Solitario solitario vacío nostalgia nostalgia llorar pérdida solitario vacío vacío nostalgia vacío.,tristeza
2023-12-25,Logro éxito logro éxito celebración familia logro celebración familia celebración.,felicidad
2023-04-25,Mentira mentira conflicto injusticia ira injusticia ira.,enojo
2023-11-14,Miedo presión preocupación incertidumbre miedo presión presión nervios incertidumbre.,ansiedad
2023-11-13,Agobio fatiga presión fatiga sobrecarga fatiga caos sobrecarga caos presión fatiga fatiga.,estrés
2022-04-02,Miedo miedo presión incertidumbre preocupación incertidumbre presión miedo nervios preocupación presión.,ansiedad
2024-08-29,Pérdida llorar solitario solitario solitario llorar.,tristeza
2023-08-14,Caos caos caos fatiga fatiga agobio caos sobrecarga fatiga caos sobrecarga fatiga.,estrés
2025-01-21,Traición conflicto ira mentira conflicto mentira injusticia conflicto injusticia traición.,enojo
2023-12-12,Ira ira injusticia injusticia mentira ira conflicto conflicto.,enojo
2022-03-16,Ira ira injusticia ira traición injusticia mentira mentira mentira ira injusticia conflicto ira.,enojo
2023-06-05,Pérdida vacío llorar solitario nostalgia llorar vacío vacío nostalgia nostalgia pérdida pérdida.,tristeza
2024-06-21,Caos sobrecarga fatiga agobio fatiga caos presión fatiga presión caos caos.,estrés
2025-02-22,Sobrecarga caos fatiga agobio agobio caos presión sobrecarga agobio fatiga.,estrés
2023-11-13,Nervios miedo preocupación presión nervios incertidumbre incertidumbre preocupación presión incertidumbre.,ansiedad
2025-02-16,Vacío nostalgia pérdida solitario pérdida vacío llorar nostalgia vacío llorar pérdida.,tristeza
2024-02-02,Risas familia celebración celebración éxito familia familia logro celebración celebración celebración risas éxito.,felicidad
2023-09-11,Conflicto ira mentira conflicto mentira ira traición conflicto conflicto traición injusticia traición mentira injusticia.,enojo
2022-10-12,Vacío vacío solitario solitario vacío solitario vacío nostalgia pérdida vacío vacío nostalgia vacío.,tristeza
2023-05-30,Conflicto traición ira ira mentira injusticia traición traición conflicto mentira traición mentira.,enojo
2024-11-04,Incertidumbre nervios miedo nervios presión incertidumbre nervios miedo nervios preocupación incertidumbre incertidumbre incertidumbre.,ansiedad
2024-07-25,Injusticia injusticia ira mentira mentira mentira mentira conflicto injusticia ira ira conflicto mentira.,enojo
2023-03-08,Presión incertidumbre miedo miedo incertidumbre miedo presión nervios nervios nervios.,ansiedad
